timestamp (in seconds),activityID,heartrate during activity (bpm),normal HR (bpm),subID,Body Temperature (Celsius),Acceleration (x axis) in m/s2,Acceleration (y axis) in m/s2,Acceleration (z axis) in m/s2,Gyroscope (x axis) in rad/s,Gyroscope (y axis) in rad/s,Gyroscope (z axis) in rad/s,Magnetometer (x axis) in μT,Magnetometer (y axis) in μT,Magnetometer (z axis) in μT
508.0,2,121.0,87,106,33.5,-0.150115,8.32948,4.89764,0.028973200000000008,-0.0406342,-0.018243,4.9788,-21.4855,-22.5474
509.0,2,121.0,87,106,33.5,-0.259472,8.33136,5.01146,-0.00497474,-0.238049,-0.118646,4.3493900000000005,-21.6992,-21.2325
510.0,2,121.0,87,106,33.5,-0.376581,8.17981,4.9332400000000005,-0.0303176,0.178516,0.11089,3.85247,-21.5488,-21.4949
511.0,2,121.0,87,106,33.5,-0.028456400000000007,8.36855,5.13026,0.0148348,-0.0308188,0.0128063,4.24223,-22.3147,-22.2784
512.0,2,121.0,87,106,33.5,-0.22489,8.25452,4.93526,-0.00423021,-8.21863e-06,-0.00984482,4.97609,-21.6091,-22.0217
513.0,2,121.0,87,106,33.5,-0.071328,8.405439999999999,4.9755400000000005,-0.0298141,-0.0130015,-0.0097628,5.22539,-21.7464,-21.8902
514.0,2,87.0,87,106,33.5,-0.184959,8.17902,5.01309,-0.0189424,-0.016177,-0.0105589,4.47207,-21.5817,-21.2335
515.0,2,121.0,87,106,33.5,-0.297528,8.29371,5.0110199999999985,-0.000356982,0.0135474,-0.00601424,5.34756,-21.7528,-21.6279
516.0,2,121.0,87,106,33.5,-0.227297,8.291789999999999,4.85813,-0.0228934,-0.194266,-0.126658,3.98129,-21.8039,-21.6248
517.0,2,121.0,87,106,33.5,-0.349497,8.55555,4.54751,-0.0989026,0.0678105,0.0529423,4.8554,-22.8425,-20.4392
518.0,2,121.0,87,106,33.5,-0.157604,8.40334,4.66636,0.10417,-0.00017154,-0.0243107,5.08889,-21.4902,-20.8416
519.0,2,121.0,87,106,33.5,-0.183626,8.36871,5.01247,-0.0362564,0.0223433,0.0322383,4.9751400000000015,-22.1048,-21.1001
520.0,2,121.0,87,106,33.5,-0.179615,8.36972,5.1279900000000005,-0.0603392,0.016768,-0.00251568,4.59313,-21.5879,-20.84
521.0,2,91.0,87,106,33.5,-0.146374,8.4819,4.97416,-0.0365899,0.0397959,-0.00146212,4.1033800000000005,-21.5623,-21.7578
522.0,2,121.0,87,106,33.5,-0.336388,8.331610000000001,4.97182,0.0367714,-0.0193346,-0.00909761,4.35151,-21.4516,-21.8902
523.0,2,121.0,87,106,33.5,-0.332914,8.4461,5.04846,-0.0116148,0.0095999,-0.0204939,3.97851,-21.6796,-21.4943
524.0,2,121.0,87,106,33.5,-0.218471,8.21826,5.12792,-0.00169144,-0.0511379,-0.0156402,4.60426,-22.0852,-21.3619
525.0,2,121.0,87,106,33.5,-0.368562,8.37118,5.12515,-0.016493999999999998,-0.016899900000000002,-0.00804349,5.34199,-21.5041,-21.3669
526.0,2,121.0,87,106,33.5,-0.34227,8.254389999999999,4.81804,-0.0240833,-0.0316835,0.0064209,4.35166,-21.9474,-21.0998
527.0,2,121.0,87,106,33.5,0.0830417,8.29146,5.0937,-0.0390534,0.0183618,0.0111833,4.72964,-21.844,-21.8886
528.0,2,87.0,87,106,33.5,-0.532821,8.21757,4.77682,0.0417504,0.108035,0.0569134,4.48276,-22.4508,-21.097
529.0,2,121.0,87,106,33.5,-0.265895,8.556980000000001,4.77968,0.0849211,-0.00116897,-0.0179095,4.97631,-22.3529,-20.8361
530.0,2,121.0,87,106,33.5,-0.22730100000000006,8.48115,4.819,-0.0557942,0.034637400000000006,0.00564092,4.98349,-22.4778,-21.4915
531.0,2,121.0,87,106,33.5,-0.541852,9.15234,3.23404,-0.422964,-0.23135100000000006,-0.0938076,4.44882,-24.5536,-13.6039
532.0,2,121.0,87,106,33.5,-0.0646883,9.55184,1.66186,-0.0326757,0.00073832,0.03493,4.06653,-24.9043,-11.895
533.0,2,121.0,87,106,33.5,0.0181098,9.62881,1.85528,-0.029366900000000005,0.00718859,-0.0057628,4.5682800000000015,-24.6835,-12.816
534.0,2,121.0,87,106,33.5,-0.058539699999999986,9.667,1.81551,-0.00986679,0.0234878,-0.0333923,3.33201,-25.2379,-12.6789
535.0,2,83.0,87,106,33.5,-0.0212835,9.59083,1.81633,-0.00598213,0.00828387,-0.0112712,3.95263,-25.023000000000003,-12.9439
536.0,2,121.0,87,106,33.5,-0.0681625,9.43735,1.58522,-0.0127436,0.0107664,-0.00793699,4.07033,-24.7808,-12.5519
537.0,2,121.0,87,106,33.5,0.0197136,9.66708,1.89366,-0.00407709,-0.000816709,0.0210482,3.7056,-25.1339,-12.9428
538.0,2,121.0,87,106,33.5,0.273543,9.66236,1.58958,-0.125832,0.0962923,0.0117301,3.82322,-24.6438,-12.946
539.0,2,121.0,87,106,33.5,0.208661,9.66562,1.89649,-0.00422184,-0.0115166,-0.00269584,4.3240300000000005,-24.9187,-12.9453
540.0,2,121.0,87,106,33.5,0.00607154,9.81515,1.46959,-0.0281983,-0.00388162,-0.013625299999999998,4.20025,-25.0361,-12.8131
541.0,2,121.0,87,106,33.5,1.07992,4.55766,8.46963,0.185326,0.0373351,0.0397942,1.81057,-12.2625,-30.2084
542.0,2,79.0,87,106,33.5,0.260829,5.93056,8.5297,0.207763,-0.00412189,-0.08157710000000001,4.18525,-13.5059,-29.812
543.0,2,121.0,87,106,33.5,-0.258793,9.25879,2.66061,-0.403119,-0.0935494,0.00699377,3.34496,-24.4959,-15.4393
544.0,2,121.0,87,106,33.5,0.17748699999999998,9.14713,3.28332,0.021309400000000003,0.0122172,-0.0074454,3.83785,-24.026,-15.7056
545.0,2,121.0,87,106,33.5,0.0183056,9.14629,3.05001,0.0211235,-0.0165017,-0.0175665,3.59133,-24.013,-15.9677
546.0,2,121.0,87,106,33.5,-0.0111944,9.18653,3.28036,-0.0320678,0.00246752,0.00658349,3.72008,-24.0202,-16.4928
547.0,2,121.0,87,106,33.5,-0.0117277,9.11065,3.28061,0.003569100000000001,0.00959375,-0.030322900000000007,3.58965,-23.8888,-15.9684
548.0,2,121.0,87,106,33.5,0.0284655,9.26245,3.3191900000000003,0.00365832,-0.0291155,-0.00901023,3.46741,-23.6345,-16.6259
549.0,2,77.0,87,106,33.5,0.0922769,9.29679,2.97364,-0.017659900000000003,0.0146997,-0.0137234,3.58906,-23.7648,-16.1004
550.0,2,121.0,87,106,33.5,0.0930808,9.22125,3.0123900000000003,-0.033810400000000004,0.0296384,-0.007602899999999998,3.96821,-23.9095,-16.6252
551.0,2,121.0,87,106,33.5,0.061977,9.22322,3.20436,0.148071,-0.017281900000000003,-0.00590654,3.84393,-24.1508,-16.2298
552.0,2,121.0,87,106,33.5,0.0992293,9.33641,3.16605,0.00766217,0.00337016,0.013816299999999998,3.58789,-23.5167,-16.3644
553.0,2,121.0,87,106,33.5,0.32971100000000003,9.29772,3.2850900000000003,-0.00544793,0.00208696,0.00608327,3.71957,-24.1441,-16.2296
554.0,2,121.0,87,106,33.5,0.176679,9.41204,3.2054400000000003,-0.0157365,0.00373636,-0.0182302,3.95372,-23.1638,-16.1048
555.0,2,121.0,87,106,33.5,0.144242,9.22431,3.39802,-0.0190669,0.0120957,0.0137489,3.97158,-24.1578,-16.6237
556.0,2,75.0,87,106,33.5,0.0161606,9.41086,2.93363,-0.0507387,0.0313571,0.00476545,4.34151,-24.6732,-15.4403
557.0,2,121.0,87,106,33.5,0.107789,9.22494,3.43596,-0.0651303,0.0449615,0.08189160000000001,3.8388,-23.5303,-16.6273
558.0,2,121.0,87,106,33.5,0.175612,9.26028,3.20594,0.00683873,-0.259412,-0.112497,3.3396800000000004,-23.3795,-16.6272
559.0,2,121.0,87,106,33.5,0.061977,9.22322,3.20436,0.0210633,0.170997,0.0486485,3.07442,-23.1161,-15.0534
560.0,2,121.0,87,106,33.5,-0.0838365,9.41509,3.31699,0.104937,0.167437,0.0178764,3.725130000000001,-24.3928,-16.4906
561.0,2,121.0,87,106,33.5,0.13889300000000002,9.22297,3.244,-0.0320855,-0.00490285,0.0121945,3.9655,-24.0331,-16.0995
562.0,2,121.0,87,106,33.5,0.105382,9.26221,3.35883,0.0113064,-0.0242586,-0.0196163,3.71722,-23.648000000000003,-16.7575
563.0,2,74.0,87,106,33.5,0.1991,7.533819999999999,5.32892,-0.00335874,0.077952,0.0862702,4.1047699999999985,-20.6948,-23.3378
564.0,2,121.0,87,106,33.5,-0.229176,8.594289999999999,4.74161,0.130204,-0.328276,-0.230928,4.09695,-22.0573,-20.18
565.0,2,121.0,87,106,33.5,0.054075,8.407589999999999,5.3238,0.091247,0.23890300000000006,0.100222,4.09299,-21.6849,-20.3135
566.0,2,121.0,87,106,33.5,0.0203718,8.739980000000001,4.28301,0.0194775,0.00746512,0.00324003,3.98167,-23.0436,-19.6488
567.0,2,121.0,87,106,33.5,-0.23314,10.2499,3.19647,0.345493,-0.0381608,-0.0098513,3.97054,-22.5462,-19.1269
568.0,2,121.0,87,106,33.5,0.0911316,9.0033,4.09075,-0.026544400000000003,0.0405084,-0.0422522,3.72366,-23.153,-18.3353
569.0,2,121.0,87,106,33.5,0.08016380000000001,9.15203,3.74369,-0.166126,-0.0225928,0.0324339,4.09974,-24.041,-17.2808
570.0,2,77.0,87,106,33.5,-0.222152,9.15437,3.73916,0.00782909,-0.0142769,-0.019339500000000003,4.3556300000000014,-24.1792,-17.9367
571.0,2,121.0,87,106,33.5,0.00164381,9.11401,3.66567,0.07375599999999999,0.00278671,-0.0789263,4.3445,-23.6819,-17.4148
572.0,2,121.0,87,106,33.5,-0.07767610000000001,8.96216,3.58802,-0.008260600000000002,0.0204976,0.00831206,4.34502,-23.558000000000003,-17.678
573.0,2,121.0,87,106,33.5,0.111272,8.9607,3.59086,-0.0448821,0.0123251,-0.021676,4.4622,-23.4397,-17.0228
574.0,2,121.0,87,106,33.5,-2.04827,2.3495,9.12299,-0.259413,-0.324364,0.125924,8.374419999999999,-9.88357,-31.4172
575.0,2,121.0,87,106,33.5,-4.16071,0.814028,9.51989,0.050469,0.057422,-0.114233,15.1542,-7.7614100000000015,-28.2942
576.0,2,121.0,87,106,33.5,-4.7323,1.7921200000000002,8.084,-0.0129876,-0.08358689999999999,0.0274514,15.6572,-8.28456,-28.1608
577.0,2,79.0,87,106,33.5,-4.99389,3.14975,11.1545,0.110134,-0.20288,-0.00988665,15.1479,-7.14078,-28.5604
578.0,2,121.0,87,106,33.5,-4.29522,1.60492,8.745460000000001,0.0476805,-0.0554077,0.0099347,15.5345,-8.15418,-28.5551
579.0,2,121.0,87,106,33.5625,-4.3072599999999985,1.79126,8.35978,0.0845835,-0.113874,-0.040771,15.2813,-7.89239,-28.4249
580.0,2,121.0,87,106,33.5,-4.4192800000000005,1.60311,8.43571,-0.00698967,-0.036887300000000005,-0.0110714,15.1559,-8.13353,-27.8983
581.0,2,121.0,87,106,33.5625,-4.38738,1.7149599999999998,8.24337,-0.0099922,0.0213734,0.0108245,14.9161,-8.617289999999999,-28.1573
582.0,2,121.0,87,106,33.5,-4.3067199999999985,1.6777799999999998,8.398660000000001,-0.00762757,-0.0122984,0.00141243,15.0292,-7.6307399999999985,-28.426
583.0,2,121.0,87,106,33.5,-4.30699,1.6398400000000002,8.39878,2.89033e-05,-0.01895,-0.00204469,15.6461,-7.78723,-27.6389
584.0,2,84.0,87,106,33.5,-4.27187,1.63888,8.322339999999999,-0.00448073,-0.0573948,0.00166893,15.2813,-7.89239,-28.4249
585.0,2,121.0,87,106,33.5625,-4.2266,1.75408,8.51506,0.0214558,0.0087551,-0.0117332,15.0304,-7.87881,-28.162
586.0,2,121.0,87,106,33.5625,-4.82935,1.45624,8.6225,-0.135683,0.223043,0.0349119,15.6522,-7.91201,-28.1631
587.0,2,121.0,87,106,33.5,-3.984080000000001,1.52905,9.01979,0.0940763,-0.0740895,-0.11958,14.6605,-7.61141,-28.9503
588.0,2,121.0,87,106,33.5625,-4.26733,1.71576,8.437610000000001,0.026866200000000003,-0.031091700000000007,-0.00459293,14.92,-8.74178,-28.419
589.0,2,121.0,87,106,33.5625,-4.19068,1.67757,8.47737,-0.0203665,0.0420164,-0.0220685,14.6544,-7.486639999999999,-28.4261
590.0,2,121.0,87,106,33.5625,-4.26733,1.71576,8.437610000000001,-0.00140518,0.0295978,0.0304209,15.5345,-8.15418,-28.5551
591.0,2,79.0,87,106,33.5,-4.27214,1.60094,8.322460000000001,-0.0272947,0.0200612,0.00470699,15.2774,-7.76791,-28.1632
592.0,2,121.0,87,106,33.5,-4.3839,1.64009,8.35914,-0.0224351,-0.06797260000000001,-0.00642741,15.2796,-7.7682,-28.4257
593.0,2,121.0,87,106,33.5625,-4.35012,1.6387900000000002,8.24419,0.06451230000000001,-0.00753348,0.00668641,15.5411,-8.15507,-29.3425
594.0,2,121.0,87,106,33.5625,-4.23141,1.63926,8.39992,0.00872292,-0.00674837,0.0101611,16.0359,-8.55315,-28.4224
595.0,2,121.0,87,106,33.5625,-4.26305,1.7547099999999998,8.552999999999999,-0.0197243,-0.042533,0.004456399999999999,14.9059,-7.62425,-28.557
596.0,2,121.0,87,106,33.5625,-4.46028,1.52685,8.35838,0.044277099999999986,0.00212039,-0.0241833,15.5301,-8.15359,-28.0301
597.0,2,121.0,87,106,33.5625,-3.91653,1.90518,8.71163,-0.0250264,-0.00610235,-0.00529957,15.6543,-7.66437,-28.8208
598.0,2,80.0,87,106,33.5625,-3.22643,2.35687,8.91288,0.0218228,-0.408259,0.0583693,13.0674,-9.01579,-29.3322
599.0,2,121.0,87,106,33.5,-2.7236700000000003,2.28022,9.26706,0.165746,-0.168956,-0.0281195,12.3145,-8.47922,-29.334
600.0,2,121.0,87,106,33.5625,-1.60167,2.63749,7.78165,-0.34386700000000003,-0.15984,0.5613,8.74576,-11.3908,-28.7842
601.0,2,121.0,87,106,33.5625,-1.89021,4.66028,8.84816,0.119402,0.00942202,-0.07978710000000001,9.89223,-14.4292,-27.1933
602.0,2,121.0,87,106,33.5625,-3.59706,4.09397,7.66988,0.267141,-0.857535,-0.283827,12.9922,-13.8502,-27.3343
603.0,2,121.0,87,106,33.5625,-1.55677,4.0879,8.7781,0.0300943,-0.05946430000000001,0.0555319,10.8742,-13.6129,-27.069000000000006
604.0,2,121.0,87,106,33.5625,-2.4033900000000004,4.20411,8.303180000000001,-0.000834157,0.019675400000000003,-0.025877,11.2552,-14.3776,-26.8026
605.0,2,78.0,87,106,33.5625,-2.70437,4.20678,8.33715,-0.0502858,-0.0268796,-0.0146562,11.3801,-14.2604,-27.0661
606.0,2,121.0,87,106,33.5625,-2.55348,4.167669999999998,8.33955,-0.0010451,-0.0055302,4.56934e-05,10.5046,-14.0893,-26.6716
607.0,2,121.0,87,106,33.5625,-2.55856,4.204269999999998,8.1854,-0.00911403,-0.0414839,-0.0246171,10.6312,-14.3441,-26.5391
608.0,2,121.0,87,106,33.5625,-1.49619,4.99249,8.160160000000001,0.0912339,-0.128907,-0.254247,8.64996,-15.1068,-26.1368
609.0,2,121.0,87,106,33.5625,-2.02551,5.14799,8.11322,-0.062821,0.14523,-0.0126063,10.0161,-14.8077,-26.5351
610.0,2,121.0,87,106,33.5625,-2.2439400000000003,4.05353,8.57549,-0.0736679,-0.00744544,-0.0226902,11.1308,-14.123,-27.1976
611.0,2,121.0,87,106,33.5625,-5.76085,3.03795,6.48641,-0.462409,0.74628,-0.158021,18.2973,-11.8987,-25.9133
612.0,2,80.0,87,106,33.5625,-4.52467,3.4996,8.27378,0.404825,-0.28777800000000003,0.0279877,15.694,-11.8843,-26.6955
613.0,2,121.0,87,106,33.5625,1.24295,-0.212444,9.79673,1.29139,0.371559,0.139398,4.21933,-5.31902,-32.3551
614.0,2,121.0,87,106,33.5625,0.361888,2.3385,10.0059,0.428004,0.785191,0.224198,5.74554,-8.6262,-31.157
615.0,2,121.0,87,106,33.5625,-11.7289,-0.8576360000000001,-5.79035,0.5064420000000001,1.54169,-0.767278,31.1209,-3.38111,1.96147
616.0,2,121.0,87,106,33.5625,-11.6165,-0.136745,2.7531,0.187189,0.712967,0.035725699999999985,37.3374,-17.4925,-5.1833
617.0,2,121.0,87,106,33.5625,-0.939212,2.45675,5.13656,-0.545702,0.33776100000000003,1.6793900000000002,-1.83608,-8.97568,-45.3126
618.0,2,121.0,87,106,33.5625,-0.0996826,8.739180000000001,4.08878,-0.357926,-0.131904,-0.167458,-1.68705,-28.2095,-31.8106
619.0,2,89.0,87,106,33.5625,0.306364,9.26377,3.70822,-0.034839800000000004,0.06781160000000001,0.162407,-4.92111,-29.2764,-29.6979
620.0,3,121.0,87,106,33.5625,0.5323720000000001,9.66866,2.51713,0.133648,0.198006,-0.133676,-0.562232,-32.2367,-26.0142
621.0,3,121.0,87,106,33.5625,1.08524,8.87523,3.37481,-0.11053,-0.0326046,0.118068,-2.05317,-29.4301,-30.6214
622.0,3,121.0,87,106,33.5625,1.16537,8.95153,3.49121,-0.055062900000000005,-0.0112204,0.040100800000000006,-3.67328,-28.8475,-31.0153
623.0,3,121.0,87,106,33.5625,1.26938,8.948310000000003,3.22337,-0.0117206,0.122019,0.0224069,-3.3040800000000004,-28.7429,-30.7542
624.0,3,121.0,87,106,33.5625,-2.68867,10.7614,3.0809900000000003,0.465496,-2.16931,-2.0165,-0.6806800000000001,-29.9996,-30.3582
625.0,3,121.0,87,106,33.5625,-7.59592,7.77948,0.515867,0.471534,0.431724,-1.23306,29.6538,-24.6562,-10.8985
626.0,3,100.0,87,106,33.5625,-11.1397,1.02987,2.10202,-0.560307,-0.139457,-1.30007,35.278,-11.9227,-5.73784
627.0,3,121.0,87,106,33.5625,-11.0339,3.3751900000000004,1.4029200000000002,0.320137,1.13361,-1.27839,36.7854,-11.2607,-8.76324
628.0,3,121.0,87,106,33.5625,-9.30158,2.43299,3.62583,-0.455299,0.46156,-0.476291,37.403,-16.5097,-14.6381
629.0,3,121.0,87,106,33.5625,-7.74845,5.5556,2.02209,-0.90327,-0.105814,0.6334489999999999,30.1337,-47.5293,-31.1017
630.0,3,121.0,87,106,33.5625,-7.2796,4.2499699999999985,4.92007,0.896136,0.422654,0.122515,42.3383,-27.0889,-37.812
631.0,3,121.0,87,106,33.5625,-7.433680000000002,3.26572,5.03655,0.053386800000000005,-0.0223477,0.142265,42.082,-27.5704,-36.1026
632.0,3,121.0,87,106,33.5625,-6.2415400000000005,-0.260265,6.37487,1.6735400000000002,-0.738532,-0.834837,37.8031,-17.5451,-45.9971
633.0,3,106.0,87,106,33.5625,-9.65555,0.273419,3.6663,0.273987,0.188708,-0.0460769,40.3637,-11.4696,-35.1469
634.0,3,121.0,87,106,33.5625,-8.6562,1.7092,3.86886,0.0196569,-0.070578,0.0834472,39.8754,-12.6839,-34.2199
635.0,3,121.0,87,106,33.5625,-8.03202,4.42647,2.7914,1.58484,-0.128401,0.318442,41.5173,-1.8348,-10.4048
636.0,3,121.0,87,106,33.5625,-6.76853,2.51757,2.58584,0.342383,-0.5122939999999999,0.923205,36.2813,-17.5653,-12.5297
637.0,3,121.0,87,106,33.5625,-2.98408,4.4689,3.48267,-1.8001900000000002,0.860512,0.406428,26.2682,-16.7978,-34.9548
638.0,3,121.0,87,106,33.5625,-9.73914,4.76047,4.68907,-0.507717,-0.0543146,0.160644,26.4863,-17.0549,-30.8855
639.0,3,121.0,87,106,33.5625,-8.21996,3.3017800000000004,4.1394400000000005,0.0470155,0.06672180000000001,0.0715248,23.2815,-17.134,-33.8968
640.0,3,112.0,87,106,33.5625,-8.26683,2.95895,3.94746,-0.0799779,0.0369716,0.0446735,24.3733,-15.0828,-34.0427
641.0,3,121.0,87,106,33.5625,-8.22771,3.14835,3.9474,0.121935,-0.117458,-0.0729872,24.3853,-16.6958,-32.8519
642.0,3,121.0,87,106,33.5625,-8.330910000000001,3.07603,4.254,-0.0505653,0.0541442,-0.017893400000000004,24.8837,-16.4746,-33.3791
643.0,3,121.0,87,106,33.5625,-8.218869999999999,2.50674,4.3345699999999985,-0.0670015,-0.0915181,-0.0428647,24.1409,-16.4352,-33.7716
644.0,3,121.0,87,106,33.5625,-7.95034,3.07378,4.33668,-0.0004586630000000001,0.0153129,-0.00261618,24.142,-16.6833,-33.5076
645.0,3,121.0,87,106,33.5625,-8.2564,2.92369,4.25563,0.00978192,-0.00700911,0.000139357,23.6389,-15.9122,-34.0362
646.0,3,121.0,87,106,33.5625,-8.1449,2.8466,4.2190699999999985,0.016286099999999998,-0.0231428,0.017251,23.8916,-16.2979,-33.9031
647.0,3,105.0,87,106,33.5625,-7.7131,3.36787,3.49252,0.455812,-0.130224,0.247653,23.3032,-19.6161,-32.4383
648.0,3,121.0,87,106,33.5625,-8.24108,3.145,3.5623400000000003,0.013275899999999998,0.251754,-0.139362,22.6891,-23.5507,-26.9014
649.0,3,121.0,87,106,33.5625,-8.75675,2.77371,4.01772,-0.206889,0.169256,0.280418,25.2241,-22.8121,-19.1683
650.0,3,121.0,87,106,33.5625,-7.707039999999999,3.90938,4.64541,0.246124,-0.156367,0.0126097,22.7004,-29.8741,-17.9393
651.0,3,121.0,87,106,33.5625,-7.56203,3.79305,4.49402,-0.06512140000000001,0.0509277,-0.034063699999999995,21.7069,-30.8129,-16.488
652.0,3,121.0,87,106,33.5625,-7.58565,3.91052,4.87815,0.00581383,-0.0625345,-0.00922531,21.0815,-31.399,-15.0397
653.0,3,121.0,87,106,33.5625,-7.55749,3.68058,4.64842,-0.0224043,0.0245702,0.0433539,22.6936,-30.9889,-15.3079
654.0,3,104.0,87,106,33.5625,-8.29848,3.64248,3.98316,-0.164292,0.175332,0.0814628,22.4473,-31.7197,-14.3843
655.0,3,121.0,87,106,33.5625,-7.43958,4.13531,4.68714,0.00798011,0.0325529,-0.019497,21.9466,-31.6927,-13.9898
656.0,3,121.0,87,106,33.5625,-7.5197,4.05901,4.57073,0.00233012,-0.0112819,0.00157529,21.9394,-31.5678,-13.3344
657.0,3,121.0,87,106,33.5625,-8.16266,4.17745,4.52222,-0.109919,0.219392,0.0376374,22.6821,-31.1113,-13.7323
658.0,3,121.0,87,106,33.5625,-8.55193,1.93328,3.56177,-0.0818611,-0.123539,0.0478233,26.8891,-28.4831,-15.8565
659.0,3,121.0,87,106,33.5625,-7.68245,4.55938,5.22089,0.136269,-0.263649,0.0135609,22.5751,-32.2226,-13.9879
660.0,3,121.0,87,106,33.5625,-7.363460000000001,4.02124,4.72715,0.0418554,-0.0458439,-0.0332837,22.0676,-31.6989,-13.5963
661.0,3,103.0,87,106,33.5625,-7.60758,3.82927,4.26229,0.0462298,-0.107633,-0.00263294,22.2009,-32.2026,-13.856
662.0,3,121.0,87,106,33.5625,-7.596889999999998,4.02131,4.5312199999999985,-0.00491677,0.0131412,0.0122962,22.1932,-31.9536,-13.3325
663.0,3,121.0,87,106,33.5625,-7.5960800000000015,3.94577,4.56997,0.0345851,-0.032069400000000005,-0.0145509,22.1887,-31.7051,-13.2028
664.0,3,121.0,87,106,33.5625,-7.4055300000000015,4.17195,4.57206,0.0740724,0.0151196,-0.026716900000000002,22.9264,-31.124,-13.2078
665.0,3,121.0,87,106,33.5625,-7.411410000000001,3.90537,4.4574099999999985,0.0138523,0.00220163,-0.00201693,21.9438,-31.5684,-13.8593
666.0,3,121.0,87,106,33.5625,-7.33236,4.20863,4.49606,-0.0756765,0.0243513,0.00922718,22.0716,-32.3192,-13.0676
667.0,3,121.0,87,106,33.5625,-7.32782,4.28552,4.6113300000000015,-0.0285787,-0.0077263,-0.0313019,22.0591,-32.4415,-11.3608
668.0,3,99.0,87,106,33.5625,-7.36534,4.32375,4.61064,-0.0688438,0.0135697,0.00813277,21.8019,-31.8073,-11.3642
669.0,3,121.0,87,106,33.5625,-7.3632,4.24854,4.6879,-0.00120886,-0.0162071,-0.0228623,22.8051,-32.2334,-11.7573
670.0,3,121.0,87,106,33.5625,-7.6006300000000016,3.86889,4.4547,-0.0350883,0.0447494,-0.0347065,22.9494,-32.7385,-13.3293
671.0,3,121.0,87,106,33.5625,-7.4355699999999985,4.13631,4.80266,0.0350888,-0.00948382,-0.0146508,22.0553,-30.9535,-13.3383
672.0,3,121.0,87,106,33.5625,-7.4001800000000015,3.98393,4.76521,0.0469656,-0.0411751,-0.07902410000000001,23.1742,-31.633000000000006,-12.2866
673.0,3,121.0,87,106,33.625,-7.71052,3.98425,4.5296400000000006,0.130438,-0.0208571,-0.0329914,23.4198,-32.1417,-11.1029
674.0,3,121.0,87,106,33.5625,-7.44706,4.01981,4.49498,0.0146533,-0.0488661,-0.00449063,23.2875,-31.3902,-11.3697
675.0,3,99.0,87,106,33.5625,-7.323810000000001,4.2865199999999986,4.72685,0.0398625,0.00994967,0.0194628,22.6863,-32.4754,-12.0181
676.0,3,121.0,87,106,33.5625,-7.48272,4.32362,4.49342,0.0741937,-0.0665341,-0.0159817,22.8152,-32.7306,-12.148
677.0,3,121.0,87,106,33.5625,-7.36453,4.05884,4.68852,-0.0355237,-0.0419807,0.00426788,22.8045,-31.8614,-12.2845
678.0,3,121.0,87,106,33.5625,-7.59448,4.17341,4.56923,0.0692746,-0.00572941,-0.0216035,22.171,-31.2069,-11.8935
679.0,3,121.0,87,106,33.5625,-7.55857,4.28626,4.49241,-0.0202976,0.0107235,-0.00469464,22.4226,-31.5924,-11.6292
680.0,3,121.0,87,106,33.5625,-7.40233,4.2485,4.64883,-0.00547313,0.00129611,0.00772861,22.8095,-32.234,-12.2822
681.0,3,121.0,87,106,33.5625,-7.586989999999999,4.09954,4.80051,-0.00663223,-0.0108396,-0.00688346,22.0561,-31.5734,-12.416
682.0,3,99.0,87,106,33.625,-7.4042,4.36164,4.57144,0.00900189,-0.00790684,-0.00157101,23.0615,-32.2477,-12.6764
683.0,3,121.0,87,106,33.625,-7.3243399999999985,4.21065,4.7271,0.0246426,-0.00662467,0.00452384,22.306,-31.8347,-12.1524
684.0,3,121.0,87,106,33.5625,-7.28495,4.24863,4.76605,-0.00900679,0.00211363,-0.0207015,22.7997,-32.2326,-11.1011
685.0,3,121.0,87,106,33.5625,-7.518639999999999,4.21076,4.57024,-0.00496813,-0.018827700000000003,0.0354959,23.3004,-32.2596,-11.4957
686.0,3,121.0,87,106,33.625,-7.411689999999999,4.43551,4.34016,0.0352261,0.00779561,0.00512758,22.8018,-31.985,-11.7588
687.0,3,121.0,87,106,33.5625,-7.33022,4.13342,4.57332,-0.0904996,0.026385400000000003,0.00157887,23.4252,-31.8945,-12.1543
688.0,3,121.0,87,106,33.5625,-7.40393,4.21022,4.61045,0.0220769,0.053572,0.005598,23.2898,-31.6384,-11.237
689.0,3,94.0,87,106,33.625,-7.4779,4.05972,4.68682,-0.0201894,0.0493921,0.00240425,23.3037,-32.2601,-11.8894
690.0,3,121.0,87,106,33.5625,-7.473889999999999,4.25009,4.76321,-0.0683946,0.0171334,-0.0143075,22.8074,-32.4816,-11.6246
691.0,3,121.0,87,106,33.625,-7.47497,4.28769,4.72458,0.0397662,-0.0289311,-0.0252446,23.0533,-32.1226,-11.8897
692.0,3,121.0,87,106,33.625,-7.47463,4.84609,3.52959,-0.120335,0.44745,-0.0545726,22.1417,-32.4425,-6.37418
693.0,3,121.0,87,106,33.5625,-7.772869999999998,1.81966,4.2666,-0.0500913,0.056401199999999985,0.182729,25.5134,-29.7726,-12.6963
694.0,3,121.0,87,106,33.625,-9.07783,5.60321,6.15866,-0.442071,-0.204764,-0.29792,28.7222,-30.5617,-8.76109
695.0,3,121.0,87,106,33.625,-0.386537,7.2024,5.93706,0.0180755,0.151978,0.418165,-5.1452800000000005,-40.8048,-28.7089
